"Station","Date","Tmax","Tmin","Tavg","Depart","DewPoint","WetBulb","Heat","Cool","Sunrise","Sunset","CodeSum","Depth","Water1","SnowFall","PrecipTotal","StnPressure","SeaLevel","ResultSpeed","ResultDir","AvgSpeed"
2,"2010-08-17",79,65,72,"M",57,63,0,7,"-","-","RA","M","M","M",0.03,29.41,30.05,3.8,28,6
1,"2010-08-18",84,63,74,2,61,66,0,9,502,1849,"RA",0,"M",0,0.05,29.29,30.02,1.5,20,3.5
2,"2010-08-18",83,64,74,"M",60,65,0,9,"-","-","RA","M","M","M",0.04,29.34,30,1.2,18,3.4
1,"2010-08-19",88,66,77,6,65,69,0,12,503,1848," ",0,"M",0,0,29.18,29.91,4.6,21,5
2,"2010-08-19",87,69,78,"M",63,69,0,13,"-","-"," ","M","M","M",0,29.24,29.89,4.6,21,5.5
1,"2010-08-20",92,71,82,11,68,72,0,17,504,1846,"RA",0,"M",0,0.03,29.11,29.81,10.5,19,11.2
2,"2010-08-20",93,75,84,"M",66,71,0,19,"-","-","RA","M","M","M","  T",29.16,29.8,10,19,10.5
1,"2010-08-21",86,71,79,8,69,72,0,14,505,1845,"RA BR",0,"M",0,0.45,29.13,29.83,2.6,33,6
2,"2010-08-21",86,71,79,"M",68,71,0,14,"-","-","RA BR","M","M","M",0.59,29.2,29.81,2.6,35,5.2
1,"2010-08-22",81,68,75,4,64,67,0,10,506,1843," ",0,"M",0,0,29.35,30.05,7.9,3,8.5
2,"2010-08-22",80,68,74,"M",64,68,0,9,"-","-"," ","M","M","M",0,29.4,30.02,9.4,2,10.3
1,"2010-08-23",80,65,73,2,63,67,0,8,508,1842," ",0,"M",0,0,29.34,30.06,6,4,7.3
2,"2010-08-23",78,67,73,"M",63,67,0,8,"-","-"," ","M","M","M",0,29.4,30.04,6.9,7,8.1
1,"2010-08-24",84,64,74,3,62,66,0,9,509,1840," ",0,"M",0,"  T",29.29,30.02,1.2,4,5.8
2,"2010-08-24",81,68,75,"M",61,66,0,10,"-","-"," ","M","M","M","  T",29.35,30,2.4,8,5.3
1,"2010-08-25",79,61,70,0,51,59,0,5,510,1839," ",0,"M",0,0,29.38,30.08,9.8,32,10.3
2,"2010-08-25",79,63,71,"M",50,59,0,6,"-","-"," ","M","M","M",0,29.42,30.06,9.4,33,9.9
1,"2010-08-26",79,59,69,-1,52,59,0,4,511,1837," ",0,"M",0,0,29.44,30.16,0.8,6,5.2
2,"2010-08-26",78,62,70,"M",52,59,0,5,"-","-"," ","M","M","M",0,29.51,30.15,1.9,14,6.1
1,"2010-08-27",86,59,73,3,56,63,0,8,512,1835," ",0,"M",0,0,29.39,30.11,8.6,21,9
2,"2010-08-27",83,61,72,"M",53,61,0,7,"-","-"," ","M","M","M",0,29.44,30.1,5.8,21,6.6
1,"2010-08-28",88,65,77,7,54,63,0,12,513,1834," ",0,"M",0,0,29.36,30.08,10.5,19,10.8
2,"2010-08-28",87,65,76,"M",50,61,0,11,"-","-"," ","M","M","M",0,29.42,30.06,7.6,18,7.8
1,"2010-08-29",94,71,83,13,66,71,0,18,514,1832," ",0,"M",0,0,29.39,30.1,10.6,19,11.4
2,"2010-08-29",93,72,83,"M",63,69,0,18,"-","-"," ","M","M","M",0,29.45,30.08,7.6,19,7.7
1,"2010-08-30",88,74,81,11,67,72,0,16,515,1831," ",0,"M",0,0,29.39,30.13,14.1,19,14.5
2,"2010-08-30",88,73,81,"M",65,70,0,16,"-","-"," ","M","M","M",0,29.49,30.12,10.2,19,10.5
1,"2010-08-31",93,75,84,15,68,73,0,19,516,1829," ",0,"M",0,0,29.28,30.01,14.7,20,15
2,"2010-08-31",92,75,84,"M",67,72,0,19,"-","-"," ","M","M","M",0,29.34,30,12,20,12.2
1,"2010-09-01",81,71,76,8,68,70,0,11,517,1827,"RA",0,"M",0,0.17,29.21,29.91,6.2,23,7.3
2,"2010-09-01",80,71,76,"M",66,70,0,11,"-","-","RA BR","M","M","M",0.14,29.27,29.9,5.8,22,6.9
1,"2010-09-02",83,65,74,6,68,70,0,9,518,1826,"RA BR",0,"M",0,1.55,29.09,29.81,5.6,21,6.9
2,"2010-09-02",83,66,75,"M",67,70,0,10,"-","-","TSRA RA BR","M","M","M",0.92,29.15,29.8,7,21,7.9
1,"2010-09-03",70,56,63,-5,52,57,2,0,519,1824," ",0,"M",0,"  T",29.11,29.82,15.3,28,15.7
2,"2010-09-03",72,57,65,"M",51,57,0,0,"-","-"," ","M","M","M",0,29.17,29.81,15.7,28,16.1
1,"2010-09-04",68,51,60,-8,44,51,5,0,520,1822," ",0,"M",0,"  T",29.25,29.96,11.3,29,11.9
2,"2010-09-04",68,52,60,"M",43,51,5,0,"-","-","RA","M","M","M","  T",29.31,29.95,11.3,30,11.9
1,"2010-09-05",76,49,63,-4,50,56,2,0,521,1821,"RA",0,"M",0,"  T",29.21,29.95,7.9,20,9
2,"2010-09-05",77,52,65,"M",48,56,0,0,"-","-"," ","M","M","M","  T",29.28,29.95,7.2,20,8
1,"2010-09-06",82,66,74,7,52,61,0,9,522,1819," ",0,"M",0,"  T",29.12,29.83,14.2,20,14.9
2,"2010-09-06",84,68,76,"M",50,60,0,11,"-","-"," ","M","M","M",0,29.18,29.83,13.8,20,14.3
1,"2010-09-07",77,58,68,1,49,58,0,3,523,1817," ",0,"M",0,0,29.21,29.9,17.4,25,18.8
2,"2010-09-07",79,60,70,"M",47,58,0,5,"-","-"," ","M","M","M","  T",29.28,29.89,16.2,25,17.2
1,"2010-09-08",71,51,61,-5,48,54,4,0,524,1815," ",0,"M",0,0,29.39,30.09,3.9,32,6.5
2,"2010-09-08",71,53,62,"M",47,54,3,0,"-","-"," ","M","M","M",0,29.44,30.08,3.7,34,7.8
1,"2010-09-09",67,50,59,-7,49,54,6,0,525,1814," ",0,"M",0,0,29.36,30.09,5.7,3,6.5
2,"2010-09-09",68,53,61,"M",49,55,4,0,"-","-"," ","M","M","M",0,29.42,30.08,5.2,4,6.9
1,"2010-09-10",72,55,64,-2,51,58,1,0,526,1812," ",0,"M",0,0,29.24,29.98,8.3,9,9.4
2,"2010-09-10",72,59,66,"M",50,57,0,1,"-","-"," ","M","M","M",0,29.29,29.96,9.9,10,11
1,"2010-09-11",75,58,67,2,55,59,0,2,527,1810,"RA BR",0,"M",0,0.24,29.15,29.87,1.9,24,9.4
2,"2010-09-11",75,59,67,"M",54,59,0,2,"-","-","RA BR","M","M","M",0.16,29.21,29.86,1.6,24,8.9
1,"2010-09-12",83,54,69,4,51,59,0,4,528,1809," ",0,"M",0,0,29.29,30,7.5,26,7.9
2,"2010-09-12",83,53,68,"M",50,59,0,3,"-","-"," ","M","M","M",0,29.36,29.99,7.9,25,8.2
1,"2010-09-13",82,57,70,5,50,59,0,5,529,1807," ",0,"M",0,0,29.29,30.01,4.9,31,6.1
2,"2010-09-13",82,61,72,"M",53,60,0,7,"-","-"," ","M","M","M",0,29.35,29.99,1,26,4.6
1,"2010-09-14",77,54,66,2,49,57,0,1,530,1805," ",0,"M",0,0,29.38,30.1,3.8,5,4.9
2,"2010-09-14",77,58,68,"M",48,57,0,3,"-","-"," ","M","M","M",0,29.44,30.08,4.6,7,5.6
1,"2010-09-15",75,59,67,3,54,60,0,2,531,1803," ",0,"M",0,"  T",29.25,30.01,7.6,12,9.1
2,"2010-09-15",75,61,68,"M",52,59,0,3,"-","-","RA BR","M","M","M",0.04,29.31,30,7.4,12,8.5
1,"2010-09-16",69,53,61,-3,56,59,4,0,532,1760,"RA",0,"M",0,0.16,29.19,29.88,6.6,33,11.4
2,"2010-09-16",70,57,64,"M",55,59,1,0,"-","-","BR HZ","M","M","M",0.03,29.24,29.87,7.4,33,12.9
1,"2010-09-17",74,49,62,-2,50,56,3,0,533,1758," ",0,"M",0,0,29.36,30.07,3.8,19,4.5
2,"2010-09-17",74,51,63,"M",49,56,2,0,"-","-"," ","M","M","M",0,29.42,30.06,3.9,19,4.8
1,"2010-09-18",65,58,62,-2,55,58,3,0,535,1756,"TSRA BR",0,"M",0,0.35,29.42,30.13,3.9,3,6.5
2,"2010-09-18",66,60,63,"M",55,58,2,0,"-","-","TSRA RA","M","M","M",0.22,29.49,30.12,2,3,7.3
1,"2010-09-19",67,55,61,-2,49,55,4,0,536,1755,"RA",0,"M",0,"  T",29.46,30.18,7.1,4,7.9
2,"2010-09-19",68,56,62,"M",48,55,3,0,"-","-","RA","M","M","M",0.01,29.51,30.17,7.4,4,8.4
1,"2010-09-20",75,62,69,7,60,63,0,4,537,1753," ",0,"M",0,"  T",29.29,30.04,4.5,12,6.6
2,"2010-09-20",77,63,70,"M",60,64,0,5,"-","-"," ","M","M","M","  T",29.35,30.02,5.4,12,7
1,"2010-09-21",88,68,78,16,64,68,0,13,538,1751,"TSRA RA",0,"M",0,0.05,29.16,29.87,10.8,22,11.6
2,"2010-09-21",89,67,78,"M",62,67,0,13,"-","-","TSRA RA","M","M","M",0.03,29.23,29.86,9.2,22,10.3
1,"2010-09-22",74,63,69,7,61,63,0,4,539,1749," ",0,"M",0,0,29.31,30.02,2.8,6,6
2,"2010-09-22",75,64,70,"M",61,63,0,5,"-","-","BR","M","M","M",0,29.38,30.01,1.8,8,5.2
1,"2010-09-23",89,65,77,16,62,68,0,12,540,1748," ",0,"M",0,0,29.15,29.88,16.6,20,17.1
2,"2010-09-23",90,66,78,"M",61,68,0,13,"-","-","BR","M","M","M",0,29.21,29.87,14.5,21,14.9
1,"2010-09-24",80,56,68,7,54,59,0,3,541,1746,"RA BR",0,"M",0,0.26,29.18,29.88,15.6,25,17.3
2,"2010-09-24",79,57,68,"M",53,59,0,3,"-","-","RA BR","M","M","M",0.2,29.24,29.87,14.8,25,16.6
1,"2010-09-25",60,52,56,-5,43,49,9,0,542,1744," ",0,"M",0,0,29.4,30.11,6.8,36,8.9
2,"2010-09-25",60,52,56,"M",43,49,9,0,"-","-","RA","M","M","M","  T",29.45,30.1,7.4,36,9.5
1,"2010-09-26",60,50,55,-5,45,49,10,0,543,1742,"RA",0,"M",0,"  T",29.4,30.13,9.5,2,10.1
2,"2010-09-26",60,52,56,"M",44,50,9,0,"-","-","RA","M","M","M",0.05,29.45,30.12,11.2,2,11.8
1,"2010-09-27",65,48,57,-3,45,50,8,0,544,1741," ",0,"M",0,0,29.18,29.95,1.4,2,4.9
2,"2010-09-27",63,49,56,"M",46,50,9,0,"-","-","RA HZ","M","M","M",0.01,29.24,29.95,0.6,7,2.7
1,"2010-09-28",71,46,59,0,45,52,6,0,545,1739," ",0,"M",0,0,29.07,29.8,2.5,2,3.7
2,"2010-09-28",70,46,58,"M",44,51,7,0,"-","-"," ","M","M","M",0,29.13,29.79,2.1,6,3.7
1,"2010-09-29",75,52,64,5,48,55,1,0,546,1737," ",0,"M",0,0,29.09,29.81,5.4,22,5.7
2,"2010-09-29",76,50,63,"M",45,54,2,0,"-","-"," ","M","M","M",0,29.15,29.81,5.1,21,5.5
1,"2010-09-30",74,52,63,4,49,55,2,0,547,1735," ",0,"M",0,0,29.23,29.93,8.3,36,9.3
2,"2010-09-30",75,53,64,"M",49,55,1,0,"-","-"," ","M","M","M",0,29.29,29.91,8.3,1,10.1
1,"2010-10-01",73,48,61,3,44,52,4,0,548,1734,"RA BR",0,"M",0,0.08,29.31,30.04,4.2,29,6.2
2,"2010-10-01",74,49,62,"M",43,52,3,0,"-","-","RA","M","M","M",0.02,29.38,30.04,3.9,28,5.6
1,"2010-10-02",57,45,51,-7,41,46,14,0,549,1732,"RA",0,"M",0,0.26,29.47,30.18,15.2,36,15.4
2,"2010-10-02",55,46,51,"M",42,47,14,0,"-","-","RA DZ","M","M","M",0.25,29.52,30.16,17.5,36,17.8
1,"2010-10-03",56,42,49,-8,39,44,16,0,550,1730,"RA",0,"M",0,0.08,29.64,30.36,10.3,1,11.3
2,"2010-10-03",57,43,50,"M",38,44,15,0,"-","-","RA","M","M","M",0.01,29.68,30.35,9.7,36,11
1,"2010-10-04",60,38,49,-8,39,45,16,0,552,1729," ",0,"M",0,0,29.65,30.38,2.4,2,3.6
2,"2010-10-04",59,41,50,"M",39,45,15,0,"-","-"," ","M","M","M",0,29.7,30.38,2,3,4.4
1,"2010-10-05",68,39,54,-3,38,46,11,0,553,1727," ",0,"M",0,0,29.59,30.33,1.3,32,3.5
2,"2010-10-05",66,40,53,"M",37,46,12,0,"-","-"," ","M","M","M",0,29.65,30.34,0.7,36,2.7
1,"2010-10-06",78,46,62,6,44,53,3,0,554,1725," ",0,"M",0,0,29.33,30.07,7,28,7.9
2,"2010-10-06",78,45,62,"M",43,52,3,0,"-","-"," ","M","M","M",0,29.39,30.08,6.7,27,7.3
1,"2010-10-07",76,49,63,7,39,50,2,0,555,1724," ",0,"M",0,0,29.36,30.08,5.8,30,6.2
2,"2010-10-07",76,49,63,"M",40,51,2,0,"-","-"," ","M","M","M",0,29.42,30.08,2.9,31,4.5
1,"2010-10-08",79,48,64,8,40,52,1,0,556,1722," ",0,"M",0,0,29.31,30.03,7,24,7.3
2,"2010-10-08",79,49,64,"M",37,51,1,0,"-","-"," ","M","M","M",0,29.37,30.03,7,24,7.1
1,"2010-10-09",86,55,71,16,52,59,0,6,557,1720," ",0,"M",0,0,29.25,29.98,2.5,24,3.6
2,"2010-10-09",87,56,72,"M",49,59,0,7,"-","-"," ","M","M","M",0,29.31,29.97,3.9,24,4.2
1,"2010-10-10",84,57,71,16,50,59,0,6,558,1719," ",0,"M",0,0,29.16,29.89,4,25,4.1
2,"2010-10-10",84,59,72,"M",50,59,0,7,"-","-"," ","M","M","M",0,29.23,29.88,3.7,25,3.9
1,"2010-10-11",82,54,68,14,52,58,0,3,559,1717," ",0,"M",0,0,29.12,29.83,2.2,3,4
2,"2010-10-11",81,57,69,"M",53,59,0,4,"-","-"," ","M","M","M",0,29.18,29.82,1.5,34,4.3
1,"2010-10-12",76,52,64,10,54,58,1,0,600,1715," ",0,"M",0,0,29.21,29.92,3.3,6,3.9
2,"2010-10-12",76,54,65,"M",54,59,0,0,"-","-"," ","M","M","M",0,29.26,29.91,3.1,6,5
1,"2010-10-13",66,47,57,4,46,52,8,0,602,1714,"TSRA RA",0,"M",0,0.1,29.35,30.06,7.2,35,8.6
2,"2010-10-13",63,48,56,"M",48,53,9,0,"-","-","TSRA","M","M","M",0.26,29.4,30.05,7.3,36,8.3
1,"2010-10-14",66,43,55,2,32,45,10,0,603,1712," ",0,"M",0,0,29.21,29.96,7.2,27,9.2
2,"2010-10-14",66,43,55,"M",32,45,10,0,"-","-"," ","M","M","M",0,29.28,29.96,6.5,27,8
1,"2010-10-15",63,44,54,1,41,47,11,0,604,1711," ",0,"M",0,0,29.34,30.06,6.4,1,8.1
2,"2010-10-15",62,47,55,"M",41,47,10,0,"-","-"," ","M","M","M",0,29.4,30.05,6.6,36,9.2
1,"2010-10-16",71,40,56,4,39,48,9,0,605,1709,"BR",0,"M",0,0,29.31,30.04,8,23,9.1
2,"2010-10-16",71,44,58,"M",39,48,7,0,"-","-"," ","M","M","M",0,29.38,30.04,6.4,22,7.1
1,"2010-10-17",65,47,56,4,36,46,9,0,606,1707," ",0,"M",0,0,29.35,30.08,3.7,1,5.4
2,"2010-10-17",64,48,56,"M",38,47,9,0,"-","-"," ","M","M","M",0,29.41,30.08,3.6,3,5.3
1,"2010-10-18",61,43,52,1,40,47,13,0,607,1706," ",0,"M",0,0,29.29,30.02,5,4,6.2
2,"2010-10-18",60,45,53,"M",41,47,12,0,"-","-"," ","M","M","M",0,29.35,30.02,4.1,5,5.6
1,"2010-10-19",60,39,50,-1,35,43,15,0,608,1704," ",0,"M",0,0,29.23,29.98,6.1,27,7.2
2,"2010-10-19",61,40,51,"M",35,44,14,0,"-","-"," ","M","M","M",0,29.29,29.98,5.3,28,6.4
1,"2010-10-20",70,44,57,7,35,46,8,0,610,1703," ",0,"M",0,"  T",29.03,29.76,10.2,26,12.1
2,"2010-10-20",70,46,58,"M",35,46,7,0,"-","-"," ","M","M","M","  T",29.09,29.77,9.9,26,12.2
1,"2010-10-21",56,38,47,-3,30,40,18,0,611,1701," ",0,"M",0,0,29.25,29.96,9.4,30,10
2,"2010-10-21",56,41,49,"M",29,40,16,0,"-","-"," ","M","M","M",0,29.31,29.96,8.5,30,8.8
1,"2010-10-22",64,33,49,-1,31,42,16,0,612,1660," ",0,"M",0,0.02,29.34,30.07,5.8,21,6.5
2,"2010-10-22",65,37,51,"M",29,42,14,0,"-","-"," ","M","M","M",0.01,29.41,30.08,4.9,21,5.1
1,"2010-10-23",65,54,60,11,47,53,5,0,613,1658,"RA BR",0,"M",0,0.1,29.2,29.94,10,21,11.4
2,"2010-10-23",67,54,61,"M",43,52,4,0,"-","-","TSRA RA BR","M","M","M",0.21,29.26,29.95,9.8,20,10.3
1,"2010-10-24",72,54,63,14,53,57,2,0,614,1657,"RA BR",0,"M",0,0.05,28.98,29.74,8.4,21,9.6
2,"2010-10-24",73,57,65,"M",51,57,0,0,"-","-","TSRA","M","M","M",1.01,29.05,29.74,7.7,20,8.5
1,"2010-10-25",72,56,64,16,56,60,1,0,616,1656,"BR",0,"M",0,0,28.74,29.5,11.6,19,12.4
2,"2010-10-25",72,57,65,"M",56,60,0,0,"-","-","BR","M","M","M",0.01,28.8,29.5,10.1,19,10.7
1,"2010-10-26",70,54,62,14,47,53,3,0,617,1654,"RA BR",0,"M",0,0.24,28.55,29.25,24.1,21,26.3
2,"2010-10-26",71,54,63,"M",47,54,2,0,"-","-","RA BR","M","M","M",0.4,28.63,29.23,19.2,21,21.4
1,"2010-10-27",65,43,54,6,32,44,11,0,618,1653," ",0,"M",0,0,28.92,29.59,21.8,24,23.2
2,"2010-10-27",65,43,54,"M",31,45,11,0,"-","-"," ","M","M","M",0,29,29.6,20.8,25,22.1
1,"2010-10-28",46,39,43,-4,31,38,22,0,619,1651," ",0,"M",0,"  T",29.43,30.1,13.7,28,14.1
2,"2010-10-28",46,39,43,"M",30,38,22,0,"-","-"," ","M","M","M",0,29.49,30.12,14.9,28,15.2
1,"2010-10-29",50,31,41,-6,27,36,24,0,620,1650," ",0,"M",0,0,29.48,30.24,6.2,24,8.9
2,"2010-10-29",50,33,42,"M",26,36,23,0,"-","-"," ","M","M","M",0,29.55,30.25,5.3,24,7
1,"2010-10-30",63,42,53,7,32,42,12,0,622,1649," ",0,"M",0,0,29.14,29.88,6.5,25,13.3
2,"2010-10-30",63,41,52,"M",32,42,13,0,"-","-"," ","M","M","M",0,29.21,29.9,6.1,24,13.3
1,"2010-10-31",52,36,44,-2,30,38,21,0,623,1647," ",0,"M",0,0,29.49,30.2,5.8,1,6.9
2,"2010-10-31",52,39,46,"M",31,40,19,0,"-","-"," ","M","M","M",0,29.55,30.2,9,3,9.9
